Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.ELN,5,AVERAGE,17.51%,56.64%,6.16%,9.16%,0.00%,0.00%,7.98%,2.58%,TRUE
UKPARL.2025.ELP,1,YOUGOV MRPs (List),7.00%,63.00%,7.00%,8.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.ELP,2,IPSOS MRP (List),13.00%,66.00%,4.00%,5.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.ELP,3,Survation MRP (List),15.96%,57.57%,2.64%,6.93%,NI,NI,14.74%,2.15%,Lab
UKPARL.2025.ELP,4,FocalData MRP (List),11.56%,63.12%,5.58%,4.31%,,,15.17%,,Lab
UKPARL.2025.ELP,5,AVERAGE,11.88%,62.42%,4.81%,6.06%,0.00%,0.00%,13.73%,1.38%,TRUE
UKPARL.2025.ELS,1,YOUGOV MRPs (List),12.00%,48.00%,8.00%,16.00%,0.00%,0.00%,9.00%,7.00%,Lab
UKPARL.2025.ELS,2,IPSOS MRP (List),15.00%,67.00%,4.00%,7.00%,NA,NA,5.00%,3.00%,Lab
UKPARL.2025.ELS,3,Survation MRP (List),15.75%,48.47%,11.59%,8.59%,NI,NI,9.06%,6.54%,Lab
UKPARL.2025.ELS,4,FocalData MRP (List),11.31%,65.99%,7.72%,5.78%,,,7.41%,,Lab
UKPARL.2025.ELS,5,AVERAGE,13.51%,57.36%,7.83%,9.34%,0.00%,0.00%,7.62%,5.51%,TRUE
UKPARL.2025.ENF,1,YOUGOV MRPs (List),17.00%,54.00%,5.00%,8.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.ENF,2,IPSOS MRP (List),21.00%,56.00%,3.00%,7.00%,NA,NA,10.00%,2.00%,Lab
UKPARL.2025.ENF,3,Survation MRP (List),27.18%,43.22%,7.06%,9.08%,NI,NI,10.24%,3.22%,Lab
UKPARL.2025.ENF,4,FocalData MRP (List),18.08%,56.53%,6.91%,5.98%,,,12.00%,,Lab
UKPARL.2025.ENF,5,AVERAGE,20.82%,52.44%,5.49%,7.52%,0.00%,0.00%,11.81%,2.07%,TRUE
UKPARL.2025.ENL,1,YOUGOV MRPs (List),7.00%,36.00%,8.00%,5.00%,36.00%,0.00%,5.00%,3.00%,Lab
UKPARL.2025.ENL,2,IPSOS MRP (List),7.00%,43.00%,7.00%,7.00%,31.00%,NA,2.00%,3.00%,Lab
UKPARL.2025.ENL,3,Survation MRP (List),12.75%,35.41%,9.80%,5.19%,32.89%,NI,2.51%,1.46%,Lab
UKPARL.2025.ENL,4,FocalData MRP (List),10.74%,35.30%,8.03%,6.75%,32.45%,,6.13%,,Lab
UKPARL.2025.ENL,5,AVERAGE,9.37%,37.43%,8.21%,5.98%,33.08%,0.00%,3.91%,2.49%,TRUE
UKPARL.2025.EPF,1,YOUGOV MRPs (List),37.00%,34.00%,10.00%,7.00%,0.00%,0.00%,0.00%,11.00%,Lab
UKPARL.2025.EPF,2,IPSOS MRP (List),42.00%,40.00%,11.00%,5.00%,NA,NA,NA,1.00%,Lab
UKPARL.2025.EPF,3,Survation MRP (List),44.31%,39.76%,9.78%,3.88%,NI,NI,NI,2.28%,Lab
UKPARL.2025.EPF,4,FocalData MRP (List),39.13%,43.40%,12.14%,5.05%,,,0.00%,,Lab
UKPARL.2025.EPF,5,AVERAGE,40.61%,39.29%,10.73%,5.23%,0.00%,0.00%,0.00%,4.76%,TRUE
UKPARL.2025.ERF,1,YOUGOV MRPs (List),11.00%,35.00%,4.00%,1.00%,37.00%,0.00%,7.00%,4.00%,SNP
UKPARL.2025.ERF,2,IPSOS MRP (List),21.00%,36.00%,6.00%,2.00%,30.00%,NA,4.00%,1.00%,Lab
UKPARL.2025.ERF,3,Survation MRP (List),24.29%,31.73%,3.76%,0.12%,33.57%,NI,5.25%,1.29%,SNP
UKPARL.2025.ERF,4,FocalData MRP (List),21.51%,26.07%,7.71%,4.27%,30.83%,,8.57%,,SNP
UKPARL.2025.ERF,5,AVERAGE,19.45%,32.20%,5.37%,1.85%,32.85%,0.00%,6.20%,2.10%,FALSE
UKPARL.2025.ERW,1,YOUGOV MRPs (List),26.00%,38.00%,4.00%,6.00%,0.00%,0.00%,25.00%,1.00%,Lab
UKPARL.2025.ERW,2,IPSOS MRP (List),28.00%,45.00%,3.00%,6.00%,NA,NA,16.00%,0.00%,Lab
UKPARL.2025.ERW,3,Survation MRP (List),25.88%,46.38%,2.79%,3.73%,NI,NI,18.84%,2.37%,Lab
UKPARL.2025.ERW,4,FocalData MRP (List),26.11%,44.86%,5.16%,3.76%,,,19.91%,,Lab
UKPARL.2025.ERW,5,AVERAGE,26.50%,43.56%,3.74%,4.87%,0.00%,0.00%,19.94%,1.12%,TRUE
UKPARL.2025.ESL,1,YOUGOV MRPs (List),29.00%,14.00%,34.00%,5.00%,0.00%,0.00%,16.00%,1.00%,LD
UKPARL.2025.ESL,2,IPSOS MRP (List),30.00%,20.00%,36.00%,4.00%,NA,NA,9.00%,0.00%,LD
UKPARL.2025.ESL,3,Survation MRP (List),29.48%,23.56%,27.54%,5.77%,NI,NI,12.45%,1.20%,LD
UKPARL.2025.ESL,4,FocalData MRP (List),29.18%,15.71%,32.99%,3.99%,,,17.92%,,LD
UKPARL.2025.ESL,5,AVERAGE,29.42%,18.32%,32.63%,4.69%,0.00%,0.00%,13.84%,0.73%,TRUE
UKPARL.2025.ESO,1,YOUGOV MRPs (List),5.00%,63.00%,5.00%,6.00%,15.00%,0.00%,6.00%,0.00%,Lab
UKPARL.2025.ESO,2,IPSOS MRP (List),9.00%,51.00%,6.00%,10.00%,19.00%,NA,1.00%,2.00%,Lab
UKPARL.2025.ESO,3,Survation MRP (List),13.45%,43.07%,4.67%,14.80%,19.34%,NI,1.69%,2.98%,Lab
UKPARL.2025.ESO,4,FocalData MRP (List),7.62%,54.52%,6.73%,5.38%,17.94%,,7.34%,,Lab
UKPARL.2025.ESO,5,AVERAGE,8.77%,52.90%,5.60%,9.05%,17.82%,0.00%,4.01%,1.66%,TRUE
UKPARL.2025.ESU,1,YOUGOV MRPs (List),36.00%,18.00%,24.00%,4.00%,0.00%,0.00%,17.00%,0.00%,LD
UKPARL.2025.ESU,2,IPSOS MRP (List),38.00%,25.00%,15.00%,5.00%,NA,NA,15.00%,0.00%,Lab
UKPARL.2025.ESU,3,Survation MRP (List),33.43%,31.31%,15.16%,5.03%,NI,NI,13.83%,1.24%,Lab
UKPARL.2025.ESU,4,FocalData MRP (List),33.96%,26.08%,16.50%,4.37%,,,18.51%,,Lab
UKPARL.2025.ESU,5,AVERAGE,35.35%,25.10%,17.66%,4.60%,0.00%,0.00%,16.09%,0.41%,FALSE
UKPARL.2025.ESW,1,YOUGOV MRPs (List),6.00%,33.00%,5.00%,3.00%,39.00%,0.00%,6.00%,8.00%,SNP
UKPARL.2025.ESW,2,IPSOS MRP (List),11.00%,41.00%,5.00%,4.00%,32.00%,NA,4.00%,2.00%,Lab
UKPARL.2025.ESW,3,Survation MRP (List),12.69%,26.54%,6.22%,7.16%,41.52%,NI,4.78%,1.09%,SNP
UKPARL.2025.ESW,4,FocalData MRP (List),12.71%,32.76%,7.84%,5.26%,32.31%,,8.11%,,Lab
UKPARL.2025.ESW,5,AVERAGE,10.60%,33.33%,6.01%,4.85%,36.21%,0.00%,5.72%,3.70%,FALSE
UKPARL.2025.ETH,1,YOUGOV MRPs (List),24.00%,43.00%,3.00%,8.00%,0.00%,0.00%,20.00%,1.00%,Lab
UKPARL.2025.ETH,2,IPSOS MRP (List),25.00%,46.00%,3.00%,6.00%,NA,NA,19.00%,0.00%,Lab
UKPARL.2025.ETH,3,Survation MRP (List),28.68%,36.08%,4.11%,12.58%,NI,NI,17.24%,1.29%,Lab
UKPARL.2025.ETH,4,FocalData MRP (List),26.64%,43.56%,5.16%,5.51%,,,18.87%,,Lab
UKPARL.2025.ETH,5,AVERAGE,26.08%,42.16%,3.82%,8.02%,0.00%,0.00%,18.78%,0.76%,TRUE
UKPARL.2025.EWE,1,YOUGOV MRPs (List),4.00%,13.00%,25.00%,6.00%,34.00%,0.00%,10.00%,8.00%,SNP
UKPARL.2025.EWE,2,IPSOS MRP (List),13.00%,19.00%,38.00%,6.00%,21.00%,NA,1.00%,2.00%,LD
UKPARL.2025.EWE,3,Survation MRP (List),12.12%,23.46%,30.42%,4.53%,19.69%,NI,4.71%,5.08%,LD
UKPARL.2025.EWE,4,FocalData MRP (List),8.92%,14.56%,37.83%,4.35%,26.52%,,7.33%,,LD
UKPARL.2025.EWE,5,AVERAGE,9.51%,17.50%,32.81%,5.22%,25.30%,0.00%,5.76%,5.03%,FALSE
UKPARL.2025.EWH,1,YOUGOV MRPs (List),14.00%,58.00%,6.00%,8.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.EWH,2,IPSOS MRP (List),18.00%,62.00%,4.00%,6.00%,NA,NA,7.00%,2.00%,Lab
UKPARL.2025.EWH,3,Survation MRP (List),22.77%,51.66%,4.67%,4.48%,NI,NI,10.63%,5.78%,Lab
UKPARL.2025.EWH,4,FocalData MRP (List),15.56%,63.14%,5.03%,5.06%,,,10.65%,,Lab
UKPARL.2025.EWH,5,AVERAGE,17.58%,58.70%,4.92%,5.89%,0.00%,0.00%,10.32%,2.59%,TRUE
UKPARL.2025.EWS,1,YOUGOV MRPs (List),25.00%,50.00%,4.00%,5.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.EWS,2,IPSOS MRP (List),27.00%,48.00%,5.00%,6.00%,NA,NA,12.00%,0.00%,Lab
UKPARL.2025.EWS,3,Survation MRP (List),24.27%,48.68%,4.46%,9.56%,NI,NI,11.92%,1.11%,Lab
UKPARL.2025.EWS,4,FocalData MRP (List),24.63%,47.37%,6.35%,6.28%,,,15.02%,,Lab
UKPARL.2025.EWS,5,AVERAGE,25.22%,48.51%,4.95%,6.71%,0.00%,0.00%,13.48%,0.70%,TRUE
UKPARL.2025.EWT,1,YOUGOV MRPs (List),34.00%,31.00%,8.00%,6.00%,0.00%,0.00%,19.00%,1.00%,Lab
UKPARL.2025.EWT,2,IPSOS MRP (List),36.00%,32.00%,12.00%,4.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.EWT,3,Survation MRP (List),32.75%,31.56%,15.73%,5.81%,NI,NI,12.67%,1.48%,Lab
UKPARL.2025.EWT,4,FocalData MRP (List),35.71%,29.59%,10.21%,4.89%,,,19.37%,,Lab
UKPARL.2025.EWT,5,AVERAGE,34.62%,31.04%,11.48%,5.17%,0.00%,0.00%,16.26%,0.83%,TRUE
UKPARL.2025.EXM,1,YOUGOV MRPs (List),30.00%,25.00%,14.00%,4.00%,0.00%,0.00%,20.00%,6.00%,Lab
UKPARL.2025.EXM,2,IPSOS MRP (List),34.00%,26.00%,16.00%,5.00%,NA,NA,16.00%,1.00%,Lab
UKPARL.2025.EXM,3,Survation MRP (List),24.14%,24.09%,10.81%,9.19%,NI,NI,28.53%,3.25%,Lab
UKPARL.2025.EXM,4,FocalData MRP (List),29.65%,24.91%,8.14%,5.34%,,,27.60%,,Lab
UKPARL.2025.EXM,5,AVERAGE,29.45%,25.00%,12.24%,5.88%,0.00%,0.00%,23.03%,3.42%,TRUE
UKPARL.2025.EXT,1,YOUGOV MRPs (List),9.00%,55.00%,6.00%,15.00%,0.00%,0.00%,15.00%,0.00%,Lab
UKPARL.2025.EXT,2,IPSOS MRP (List),14.00%,55.00%,7.00%,14.00%,NA,NA,9.00%,1.00%,Lab
UKPARL.2025.EXT,3,Survation MRP (List),20.22%,43.50%,0.31%,19.37%,NI,NI,12.61%,3.98%,Lab
UKPARL.2025.EXT,4,FocalData MRP (List),15.95%,55.12%,4.32%,9.47%,,,14.76%,,Lab
UKPARL.2025.EXT,5,AVERAGE,14.79%,52.16%,4.41%,14.46%,0.00%,0.00%,12.84%,1.66%,TRUE
UKPARL.2025.FAB,1,YOUGOV MRPs (List),38.00%,12.00%,33.00%,3.00%,0.00%,0.00%,13.00%,0.00%,LD
UKPARL.2025.FAB,2,IPSOS MRP (List),37.00%,17.00%,31.00%,4.00%,NA,NA,11.00%,0.00%,LD
UKPARL.2025.FAB,3,Survation MRP (List),29.59%,20.65%,30.13%,4.68%,NI,NI,14.16%,0.80%,LD
UKPARL.2025.FAB,4,FocalData MRP (List),32.20%,11.67%,34.65%,4.32%,,,16.98%,,LD
UKPARL.2025.FAB,5,AVERAGE,34.20%,15.33%,32.19%,4.00%,0.00%,0.00%,13.78%,0.27%,TRUE
UKPARL.2025.FAH,1,YOUGOV MRPs (List),23.00%,32.00%,8.00%,8.00%,0.00%,0.00%,28.00%,1.00%,Lab
UKPARL.2025.FAH,2,IPSOS MRP (List),30.00%,43.00%,5.00%,6.00%,NA,NA,15.00%,0.00%,Lab
UKPARL.2025.FAH,3,Survation MRP (List),29.79%,39.89%,6.14%,6.98%,NI,NI,15.39%,1.80%,Lab
UKPARL.2025.FAH,4,FocalData MRP (List),30.22%,35.31%,8.44%,5.34%,,,20.32%,,Lab
UKPARL.2025.FAH,5,AVERAGE,28.25%,37.55%,6.90%,6.58%,0.00%,0.00%,19.68%,0.93%,TRUE
UKPARL.2025.FAV,1,YOUGOV MRPs (List),31.00%,33.00%,7.00%,6.00%,0.00%,0.00%,22.00%,1.00%,Lab
UKPARL.2025.FAV,2,IPSOS MRP (List),34.00%,35.00%,10.00%,5.00%,NA,NA,16.00%,0.00%,Lab
UKPARL.2025.FAV,3,Survation MRP (List),29.04%,28.68%,8.25%,7.73%,NI,NI,23.77%,2.53%,Lab
UKPARL.2025.FAV,4,FocalData MRP (List),29.75%,34.55%,7.42%,5.02%,,,22.99%,,Lab
UKPARL.2025.FAV,5,AVERAGE,30.95%,32.81%,8.17%,5.94%,0.00%,0.00%,21.19%,1.18%,TRUE
UKPARL.2025.FAW,1,YOUGOV MRPs (List),33.00%,22.00%,21.00%,5.00%,0.00%,0.00%,19.00%,0.00%,Lab
UKPARL.2025.FAW,2,IPSOS MRP (List),37.00%,31.00%,13.00%,5.00%,NA,NA,13.00%,0.00%,Lab
UKPARL.2025.FAW,3,Survation MRP (List),33.25%,24.34%,26.47%,3.92%,NI,NI,11.38%,0.64%,LD
UKPARL.2025.FAW,4,FocalData MRP (List),28.81%,24.21%,20.03%,5.27%,,,21.50%,,Lab
UKPARL.2025.FAW,5,AVERAGE,33.01%,25.39%,20.12%,4.80%,0.00%,0.00%,16.22%,0.21%,FALSE
UKPARL.2025.FBS,1,YOUGOV MRPs (List),27.00%,49.00%,4.00%,7.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.FBS,2,IPSOS MRP (List),26.00%,53.00%,5.00%,5.00%,NA,NA,10.00%,NA,Lab
UKPARL.2025.FBS,3,Survation MRP (List),27.05%,44.38%,11.23%,6.84%,NI,NI,10.50%,NI,Lab
UKPARL.2025.FBS,4,FocalData MRP (List),23.69%,49.74%,7.05%,4.63%,,,14.89%,,Lab
UKPARL.2025.FBS,5,AVERAGE,25.93%,49.03%,6.82%,5.87%,0.00%,0.00%,12.35%,0.00%,TRUE
UKPARL.2025.FEL,1,YOUGOV MRPs (List),16.00%,52.00%,7.00%,9.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.FEL,2,IPSOS MRP (List),22.00%,57.00%,5.00%,6.00%,NA,NA,7.00%,2.00%,Lab
UKPARL.2025.FEL,3,Survation MRP (List),20.94%,43.22%,7.75%,4.95%,NI,NI,11.61%,11.52%,Lab
UKPARL.2025.FEL,4,FocalData MRP (List),17.41%,55.73%,6.89%,5.32%,,,14.09%,,Lab
UKPARL.2025.FEL,5,AVERAGE,19.09%,51.99%,6.66%,6.32%,0.00%,0.00%,12.17%,4.84%,TRUE
UKPARL.2025.FES,1,YOUGOV MRPs (List),24.00%,15.00%,38.00%,8.00%,0.00%,0.00%,15.00%,0.00%,LD
UKPARL.2025.FES,2,IPSOS MRP (List),28.00%,31.00%,20.00%,8.00%,NA,NA,12.00%,0.00%,Lab
UKPARL.2025.FES,3,Survation MRP (List),23.94%,27.87%,31.07%,7.82%,NI,NI,8.44%,0.86%,LD
UKPARL.2025.FES,4,FocalData MRP (List),25.21%,28.25%,22.91%,6.87%,,,16.53%,,Lab
UKPARL.2025.FES,5,AVERAGE,25.29%,25.53%,27.99%,7.67%,0.00%,0.00%,12.99%,0.29%,FALSE
UKPARL.2025.FGG,1,YOUGOV MRPs (List),36.00%,35.00%,13.00%,6.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.FGG,2,IPSOS MRP (List),29.00%,45.00%,12.00%,5.00%,NA,NA,6.00%,2.00%,Lab
UKPARL.2025.FGG,3,Survation MRP (List),27.82%,31.81%,19.64%,12.27%,NI,NI,7.27%,1.18%,Lab
UKPARL.2025.FGG,4,FocalData MRP (List),29.87%,34.02%,20.51%,5.94%,,,8.97%,,Lab
UKPARL.2025.FGG,5,AVERAGE,30.67%,36.46%,16.29%,7.30%,0.00%,0.00%,7.81%,1.39%,TRUE
UKPARL.2025.FLK,1,YOUGOV MRPs (List),6.00%,33.00%,4.00%,2.00%,38.00%,0.00%,10.00%,7.00%,SNP
UKPARL.2025.FLK,2,IPSOS MRP (List),12.00%,35.00%,4.00%,4.00%,37.00%,NA,5.00%,1.00%,SNP
UKPARL.2025.FLK,3,Survation MRP (List),12.18%,33.81%,5.12%,9.57%,32.92%,NI,4.55%,1.86%,Lab
UKPARL.2025.FLK,4,FocalData MRP (List),11.31%,38.06%,6.35%,4.12%,27.11%,,12.70%,,Lab
UKPARL.2025.FLK,5,AVERAGE,10.37%,34.97%,4.87%,4.92%,33.76%,0.00%,8.06%,3.29%,FALSE
UKPARL.2025.FOD,1,YOUGOV MRPs (List),30.00%,36.00%,4.00%,10.00%,0.00%,0.00%,20.00%,0.00%,Lab
UKPARL.2025.FOD,2,IPSOS MRP (List),29.00%,40.00%,7.00%,7.00%,NA,NA,16.00%,0.00%,Lab
UKPARL.2025.FOD,3,Survation MRP (List),25.17%,39.47%,0.07%,20.48%,NI,NI,13.00%,1.82%,Lab
UKPARL.2025.FOD,4,FocalData MRP (List),29.05%,39.74%,3.35%,8.84%,,,18.61%,,Lab
UKPARL.2025.FOD,5,AVERAGE,28.31%,38.80%,3.60%,11.58%,0.00%,0.00%,16.90%,0.61%,TRUE
UKPARL.2025.FYL,1,YOUGOV MRPs (List),36.00%,31.00%,6.00%,6.00%,0.00%,0.00%,20.00%,1.00%,Lab
UKPARL.2025.FYL,2,IPSOS MRP (List),36.00%,42.00%,6.00%,4.00%,NA,NA,12.00%,0.00%,Lab
UKPARL.2025.FYL,3,Survation MRP (List),31.96%,38.13%,6.98%,5.85%,NI,NI,15.78%,1.30%,Lab
UKPARL.2025.FYL,4,FocalData MRP (List),31.80%,39.10%,6.39%,4.69%,,,16.84%,,Lab
UKPARL.2025.FYL,5,AVERAGE,33.94%,37.56%,6.34%,5.14%,0.00%,0.00%,16.15%,0.77%,TRUE
UKPARL.2025.GAA,1,YOUGOV MRPs (List),29.00%,8.00%,46.00%,3.00%,0.00%,0.00%,13.00%,0.00%,LD
UKPARL.2025.GAA,2,IPSOS MRP (List),34.00%,17.00%,33.00%,4.00%,NA,NA,11.00%,0.00%,LD
UKPARL.2025.GAA,3,Survation MRP (List),28.21%,12.49%,44.48%,1.96%,NI,NI,12.07%,0.78%,LD
UKPARL.2025.GAA,4,FocalData MRP (List),28.10%,10.18%,45.89%,3.61%,,,12.02%,,LD
UKPARL.2025.GAA,5,AVERAGE,29.83%,11.92%,42.34%,3.14%,0.00%,0.00%,12.02%,0.26%,TRUE
UKPARL.2025.GAB,1,YOUGOV MRPs (List),33.00%,27.00%,10.00%,6.00%,0.00%,0.00%,24.00%,0.00%,Lab
UKPARL.2025.GAB,2,IPSOS MRP (List),36.00%,32.00%,5.00%,7.00%,NA,NA,18.00%,0.00%,Lab
UKPARL.2025.GAB,3,Survation MRP (List),34.02%,30.17%,6.11%,6.14%,NI,NI,21.61%,1.95%,Lab
UKPARL.2025.GAB,4,FocalData MRP (List),33.35%,29.53%,8.92%,5.32%,,,22.44%,,Lab
UKPARL.2025.GAB,5,AVERAGE,34.09%,29.68%,7.51%,6.12%,0.00%,0.00%,21.51%,0.65%,TRUE
UKPARL.2025.GAD,1,YOUGOV MRPs (List),8.00%,53.00%,7.00%,12.00%,0.00%,0.00%,13.00%,7.00%,Lab
UKPARL.2025.GAD,2,IPSOS MRP (List),11.00%,68.00%,4.00%,7.00%,NA,NA,8.00%,2.00%,Lab
UKPARL.2025.GAD,3,Survation MRP (List),11.16%,64.07%,4.27%,7.14%,NI,NI,8.60%,4.76%,Lab
UKPARL.2025.GAD,4,FocalData MRP (List),7.54%,67.67%,6.08%,4.70%,,,13.42%,,Lab
UKPARL.2025.GAD,5,AVERAGE,9.42%,63.18%,5.34%,7.71%,0.00%,0.00%,10.76%,4.59%,TRUE
UKPARL.2025.GAP,1,YOUGOV MRPs (List),36.00%,32.00%,5.00%,5.00%,0.00%,0.00%,21.00%,1.00%,Lab
UKPARL.2025.GAP,2,IPSOS MRP (List),35.00%,38.00%,7.00%,5.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.GAP,3,Survation MRP (List),29.50%,30.79%,6.06%,11.57%,NI,NI,21.09%,0.98%,Lab
UKPARL.2025.GAP,4,FocalData MRP (List),31.06%,37.14%,6.41%,4.02%,,,21.04%,,Lab
UKPARL.2025.GAP,5,AVERAGE,32.89%,34.48%,6.12%,6.40%,0.00%,0.00%,19.28%,0.66%,TRUE
UKPARL.2025.GAR,1,YOUGOV MRPs (List),30.00%,38.00%,6.00%,5.00%,0.00%,0.00%,21.00%,0.00%,Lab
UKPARL.2025.GAR,2,IPSOS MRP (List),31.00%,40.00%,5.00%,4.00%,NA,NA,18.00%,1.00%,Lab
UKPARL.2025.GAR,3,Survation MRP (List),28.61%,40.11%,2.92%,2.14%,NI,NI,24.59%,1.63%,Lab
UKPARL.2025.GAR,4,FocalData MRP (List),31.23%,38.27%,4.53%,4.74%,,,20.97%,,Lab
UKPARL.2025.GAR,5,AVERAGE,30.21%,39.10%,4.61%,3.97%,0.00%,0.00%,21.14%,0.88%,TRUE
UKPARL.2025.GAS,1,YOUGOV MRPs (List),26.00%,9.00%,39.00%,3.00%,0.00%,0.00%,23.00%,0.00%,LD
UKPARL.2025.GAS,2,IPSOS MRP (List),34.00%,15.00%,34.00%,5.00%,NA,NA,11.00%,NA,LD
UKPARL.2025.GAS,3,Survation MRP (List),21.81%,14.87%,45.93%,4.15%,NI,NI,13.23%,NI,LD
UKPARL.2025.GAS,4,FocalData MRP (List),31.88%,7.64%,39.57%,3.87%,,,17.03%,,LD
UKPARL.2025.GAS,5,AVERAGE,28.42%,11.63%,39.63%,4.01%,0.00%,0.00%,16.07%,0.00%,TRUE
UKPARL.2025.GAW,1,YOUGOV MRPs (List),9.00%,61.00%,9.00%,12.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.GAW,2,IPSOS MRP (List),12.00%,60.00%,9.00%,10.00%,NA,NA,5.00%,3.00%,Lab
UKPARL.2025.GAW,3,Survation MRP (List),16.08%,51.91%,11.41%,11.84%,NI,NI,5.20%,3.56%,Lab
UKPARL.2025.GAW,4,FocalData MRP (List),13.46%,63.27%,9.29%,6.66%,,,6.55%,,Lab
UKPARL.2025.GAW,5,AVERAGE,12.63%,59.05%,9.67%,10.12%,0.00%,0.00%,6.19%,2.52%,TRUE
UKPARL.2025.GCW,1,YOUGOV MRPs (List),9.00%,37.00%,14.00%,11.00%,0.00%,0.00%,23.00%,6.00%,Lab
UKPARL.2025.GCW,2,IPSOS MRP (List),14.00%,59.00%,4.00%,8.00%,NA,NA,13.00%,1.00%,Lab
UKPARL.2025.GCW,3,Survation MRP (List),16.95%,48.36%,9.27%,5.03%,NI,NI,17.73%,2.65%,Lab
UKPARL.2025.GCW,4,FocalData MRP (List),16.72%,53.12%,7.50%,4.87%,,,17.49%,,Lab
UKPARL.2025.GCW,5,AVERAGE,14.17%,49.37%,8.69%,7.23%,0.00%,0.00%,17.81%,3.22%,TRUE
UKPARL.2025.GDB,1,YOUGOV MRPs (List),37.00%,12.00%,6.00%,0.00%,33.00%,0.00%,11.00%,0.00%,SNP
UKPARL.2025.GDB,2,IPSOS MRP (List),32.00%,21.00%,12.00%,NA,30.00%,NA,4.00%,NA,SNP
UKPARL.2025.GDB,3,Survation MRP (List),30.68%,13.38%,8.96%,NI,39.07%,NI,7.92%,NI,SNP
UKPARL.2025.GDB,4,FocalData MRP (List),26.34%,20.23%,11.24%,0.00%,27.63%,,14.55%,,SNP
UKPARL.2025.GDB,5,AVERAGE,31.51%,16.65%,9.55%,0.00%,32.43%,0.00%,9.37%,0.00%,TRUE
UKPARL.2025.GEA,1,YOUGOV MRPs (List),6.00%,44.00%,3.00%,5.00%,35.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.GEA,2,IPSOS MRP (List),5.00%,44.00%,1.00%,6.00%,38.00%,NA,3.00%,3.00%,Lab
UKPARL.2025.GEA,3,Survation MRP (List),6.41%,37.84%,3.11%,5.08%,42.90%,NI,2.21%,2.45%,SNP
UKPARL.2025.GEA,4,FocalData MRP (List),5.82%,52.38%,4.04%,4.76%,24.04%,,8.18%,,Lab
UKPARL.2025.GEA,5,AVERAGE,5.81%,44.55%,2.79%,5.21%,34.98%,0.00%,5.35%,2.15%,FALSE
UKPARL.2025.GED,1,YOUGOV MRPs (List),21.00%,54.00%,6.00%,5.00%,0.00%,0.00%,15.00%,0.00%,Lab
UKPARL.2025.GED,2,IPSOS MRP (List),24.00%,48.00%,3.00%,7.00%,NA,NA,17.00%,1.00%,Lab
UKPARL.2025.GED,3,Survation MRP (List),23.50%,45.05%,2.78%,7.85%,NI,NI,18.22%,2.59%,Lab
UKPARL.2025.GED,4,FocalData MRP (List),23.47%,48.11%,6.28%,4.50%,,,17.40%,,Lab
UKPARL.2025.GED,5,AVERAGE,22.99%,48.79%,4.52%,6.09%,0.00%,0.00%,16.90%,1.20%,TRUE
UKPARL.2025.GGC,1,YOUGOV MRPs (List),22.00%,43.00%,5.00%,5.00%,0.00%,0.00%,25.00%,0.00%,Lab
UKPARL.2025.GGC,2,IPSOS MRP (List),28.00%,44.00%,5.00%,4.00%,NA,NA,17.00%,1.00%,Lab
UKPARL.2025.GGC,3,Survation MRP (List),29.32%,39.65%,4.22%,2.86%,NI,NI,22.65%,1.31%,Lab
UKPARL.2025.GGC,4,FocalData MRP (List),24.43%,45.68%,5.29%,3.30%,,,20.99%,,Lab
UKPARL.2025.GGC,5,AVERAGE,25.94%,43.08%,4.88%,3.79%,0.00%,0.00%,21.41%,0.77%,TRUE
UKPARL.2025.GLO,1,YOUGOV MRPs (List),25.00%,39.00%,8.00%,6.00%,0.00%,0.00%,21.00%,1.00%,Lab
UKPARL.2025.GLO,2,IPSOS MRP (List),28.00%,46.00%,7.00%,4.00%,NA,NA,14.00%,1.00%,Lab
UKPARL.2025.GLO,3,Survation MRP (List),29.16%,42.88%,6.19%,10.37%,NI,NI,9.51%,1.89%,Lab
UKPARL.2025.GLO,4,FocalData MRP (List),26.85%,43.48%,7.15%,4.46%,,,17.81%,,Lab
UKPARL.2025.GLO,5,AVERAGE,27.25%,42.84%,7.09%,6.21%,0.00%,0.00%,15.58%,1.30%,TRUE
UKPARL.2025.GMF,1,YOUGOV MRPs (List),9.00%,46.00%,4.00%,0.00%,33.00%,0.00%,8.00%,0.00%,Lab
UKPARL.2025.GMF,2,IPSOS MRP (List),8.00%,45.00%,3.00%,NA,38.00%,NA,6.00%,NA,Lab
