Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.EXT,2,Electoral Calculus MRP (List),14.00%,58.00%,3.00%,15.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.EXT,3,MIC MRP (List),21.79%,54.61%,3.71%,12.44%,0.00%,0.00%,6.25%,1.20%,Lab
UKPARL.2025.EXT,4,Survation MRP (List),20.22%,43.50%,0.31%,19.37%,NI,NI,12.61%,3.98%,Lab
UKPARL.2025.EXT,5,AVERAGE,17.48%,54.04%,2.84%,14.99%,0.00%,0.00%,8.64%,1.75%,TRUE
UKPARL.2025.FAB,1,YOUGOV MRPs (List),39.20%,16.38%,32.73%,2.99%,0.00%,0.00%,7.90%,0.81%,LD
UKPARL.2025.FAB,2,Electoral Calculus MRP (List),30.00%,23.00%,33.00%,3.00%,0.00%,0.00%,11.00%,0.00%,LD
UKPARL.2025.FAB,3,MIC MRP (List),39.13%,20.40%,28.26%,3.19%,0.00%,0.00%,8.55%,0.47%,LD
UKPARL.2025.FAB,4,Survation MRP (List),29.59%,20.65%,30.13%,4.68%,NI,NI,14.16%,0.80%,LD
UKPARL.2025.FAB,5,AVERAGE,34.48%,20.11%,31.03%,3.47%,0.00%,0.00%,10.40%,0.52%,TRUE
UKPARL.2025.FAH,1,YOUGOV MRPs (List),31.50%,34.24%,10.55%,7.57%,0.00%,0.00%,15.33%,0.82%,Lab
UKPARL.2025.FAH,2,Electoral Calculus MRP (List),33.00%,40.00%,5.00%,8.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.FAH,3,MIC MRP (List),32.83%,34.50%,12.48%,9.61%,0.00%,0.00%,9.24%,1.34%,Lab
UKPARL.2025.FAH,4,Survation MRP (List),29.79%,39.89%,6.14%,6.98%,NI,NI,15.39%,1.80%,Lab
UKPARL.2025.FAH,5,AVERAGE,31.78%,37.16%,8.54%,8.04%,0.00%,0.00%,12.99%,0.99%,TRUE
UKPARL.2025.FAV,1,YOUGOV MRPs (List),36.53%,34.57%,9.95%,5.71%,0.00%,0.00%,12.42%,0.81%,Lab
UKPARL.2025.FAV,2,Electoral Calculus MRP (List),35.00%,40.00%,4.00%,8.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.FAV,3,MIC MRP (List),38.46%,30.14%,14.67%,6.77%,0.00%,0.00%,9.25%,0.71%,Lab
UKPARL.2025.FAV,4,Survation MRP (List),29.04%,28.68%,8.25%,7.73%,NI,NI,23.77%,2.53%,Lab
UKPARL.2025.FAV,5,AVERAGE,34.76%,33.35%,9.22%,7.05%,0.00%,0.00%,14.36%,1.26%,TRUE
UKPARL.2025.FAW,1,YOUGOV MRPs (List),36.63%,25.88%,20.02%,4.81%,0.00%,0.00%,11.86%,0.81%,Lab
UKPARL.2025.FAW,2,Electoral Calculus MRP (List),34.00%,33.00%,13.00%,6.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.FAW,3,MIC MRP (List),38.98%,29.84%,17.10%,4.51%,0.00%,0.00%,9.06%,0.52%,Lab
UKPARL.2025.FAW,4,Survation MRP (List),33.25%,24.34%,26.47%,3.92%,NI,NI,11.38%,0.64%,LD
UKPARL.2025.FAW,5,AVERAGE,35.71%,28.27%,19.15%,4.81%,0.00%,0.00%,11.07%,0.49%,FALSE
UKPARL.2025.FBS,1,YOUGOV MRPs (List),28.90%,50.68%,5.63%,5.68%,0.00%,0.00%,8.31%,0.80%,Lab
UKPARL.2025.FBS,2,Electoral Calculus MRP (List),26.00%,49.00%,7.00%,6.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.FBS,3,MIC MRP (List),34.07%,46.22%,8.43%,4.03%,0.00%,0.00%,6.41%,0.84%,Lab
UKPARL.2025.FBS,4,Survation MRP (List),27.05%,44.38%,11.23%,6.84%,NI,NI,10.50%,NI,Lab
UKPARL.2025.FBS,5,AVERAGE,29.01%,47.57%,8.07%,5.64%,0.00%,0.00%,9.06%,0.88%,TRUE
UKPARL.2025.FEL,1,YOUGOV MRPs (List),18.35%,53.45%,5.71%,10.61%,0.00%,0.00%,10.46%,1.41%,Lab
UKPARL.2025.FEL,2,Electoral Calculus MRP (List),15.00%,57.00%,3.00%,9.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.FEL,3,MIC MRP (List),22.99%,59.25%,5.09%,3.89%,0.00%,0.00%,6.67%,2.11%,Lab
UKPARL.2025.FEL,4,Survation MRP (List),20.94%,43.22%,7.75%,4.95%,NI,NI,11.61%,11.52%,Lab
UKPARL.2025.FEL,5,AVERAGE,19.32%,53.23%,5.39%,7.11%,0.00%,0.00%,11.19%,4.01%,TRUE
UKPARL.2025.FES,1,YOUGOV MRPs (List),29.52%,27.11%,25.07%,7.79%,0.00%,0.00%,10.00%,0.50%,Lab
UKPARL.2025.FES,2,Electoral Calculus MRP (List),27.00%,27.00%,27.00%,8.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.FES,3,MIC MRP (List),30.26%,27.46%,24.29%,9.13%,0.00%,0.00%,8.40%,0.47%,Lab
UKPARL.2025.FES,4,Survation MRP (List),23.94%,27.87%,31.07%,7.82%,NI,NI,8.44%,0.86%,LD
UKPARL.2025.FES,5,AVERAGE,27.68%,27.36%,26.86%,8.18%,0.00%,0.00%,8.96%,0.71%,FALSE
UKPARL.2025.FGG,1,YOUGOV MRPs (List),35.22%,38.03%,15.91%,4.70%,0.00%,0.00%,5.32%,0.82%,Lab
UKPARL.2025.FGG,2,Electoral Calculus MRP (List),27.00%,44.00%,13.00%,9.00%,0.00%,0.00%,7.00%,0.00%,Lab
UKPARL.2025.FGG,3,MIC MRP (List),31.30%,41.79%,16.45%,2.81%,0.00%,0.00%,6.30%,1.36%,Lab
UKPARL.2025.FGG,4,Survation MRP (List),27.82%,31.81%,19.64%,12.27%,NI,NI,7.27%,1.18%,Lab
UKPARL.2025.FGG,5,AVERAGE,30.33%,38.91%,16.25%,7.20%,0.00%,0.00%,6.47%,0.84%,TRUE
UKPARL.2025.FLK,1,YOUGOV MRPs (List),5.63%,38.50%,2.46%,5.26%,33.24%,0.00%,7.04%,7.88%,Lab
UKPARL.2025.FLK,2,Electoral Calculus MRP (List),10.00%,28.00%,8.00%,9.00%,38.00%,0.00%,0.00%,7.00%,SNP
UKPARL.2025.FLK,3,MIC MRP (List),16.63%,28.48%,8.38%,2.29%,37.49%,0.00%,5.22%,1.51%,SNP
UKPARL.2025.FLK,4,Survation MRP (List),12.18%,33.81%,5.12%,9.57%,32.92%,NI,4.55%,1.86%,Lab
UKPARL.2025.FLK,5,AVERAGE,11.11%,32.20%,5.99%,6.53%,35.41%,0.00%,4.20%,4.56%,FALSE
UKPARL.2025.FOD,1,YOUGOV MRPs (List),33.90%,38.39%,3.70%,9.90%,0.00%,0.00%,13.28%,0.82%,Lab
UKPARL.2025.FOD,2,Electoral Calculus MRP (List),30.00%,41.00%,4.00%,12.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.FOD,3,MIC MRP (List),35.57%,34.09%,5.93%,14.18%,0.00%,0.00%,8.71%,1.52%,Lab
UKPARL.2025.FOD,4,Survation MRP (List),25.17%,39.47%,0.07%,20.48%,NI,NI,13.00%,1.82%,Lab
UKPARL.2025.FOD,5,AVERAGE,31.16%,38.24%,3.43%,14.14%,0.00%,0.00%,11.75%,1.29%,TRUE
UKPARL.2025.FYL,1,YOUGOV MRPs (List),39.50%,37.12%,5.06%,5.19%,0.00%,0.00%,12.30%,0.82%,Lab
UKPARL.2025.FYL,2,Electoral Calculus MRP (List),37.00%,42.00%,3.00%,4.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.FYL,3,MIC MRP (List),41.42%,37.41%,7.97%,3.93%,0.00%,0.00%,8.23%,1.04%,Lab
UKPARL.2025.FYL,4,Survation MRP (List),31.96%,38.13%,6.98%,5.85%,NI,NI,15.78%,1.30%,Lab
UKPARL.2025.FYL,5,AVERAGE,37.47%,38.67%,5.75%,4.74%,0.00%,0.00%,12.08%,1.04%,TRUE
UKPARL.2025.GAA,1,YOUGOV MRPs (List),30.56%,12.17%,45.65%,3.05%,0.00%,0.00%,7.74%,0.82%,LD
UKPARL.2025.GAA,2,Electoral Calculus MRP (List),34.00%,23.00%,30.00%,3.00%,0.00%,0.00%,10.00%,0.00%,LD
UKPARL.2025.GAA,3,MIC MRP (List),37.74%,18.54%,32.40%,4.48%,0.00%,0.00%,6.19%,0.65%,LD
UKPARL.2025.GAA,4,Survation MRP (List),28.21%,12.49%,44.48%,1.96%,NI,NI,12.07%,0.78%,LD
UKPARL.2025.GAA,5,AVERAGE,32.63%,16.55%,38.13%,3.12%,0.00%,0.00%,9.00%,0.56%,TRUE
UKPARL.2025.GAB,1,YOUGOV MRPs (List),38.57%,35.09%,6.33%,5.38%,0.00%,0.00%,13.82%,0.81%,Lab
UKPARL.2025.GAB,2,Electoral Calculus MRP (List),36.00%,41.00%,4.00%,5.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.GAB,3,MIC MRP (List),39.31%,32.89%,7.81%,7.13%,0.00%,0.00%,11.64%,1.21%,Lab
UKPARL.2025.GAB,4,Survation MRP (List),34.02%,30.17%,6.11%,6.14%,NI,NI,21.61%,1.95%,Lab
UKPARL.2025.GAB,5,AVERAGE,36.98%,34.79%,6.06%,5.91%,0.00%,0.00%,15.02%,1.24%,TRUE
UKPARL.2025.GAD,1,YOUGOV MRPs (List),6.98%,65.09%,5.05%,10.60%,0.00%,0.00%,8.61%,3.66%,Lab
UKPARL.2025.GAD,2,Electoral Calculus MRP (List),7.00%,66.00%,3.00%,10.00%,0.00%,0.00%,13.00%,2.00%,Lab
UKPARL.2025.GAD,3,MIC MRP (List),14.69%,68.38%,4.59%,4.23%,0.00%,0.00%,6.04%,2.07%,Lab
UKPARL.2025.GAD,4,Survation MRP (List),11.16%,64.07%,4.27%,7.14%,NI,NI,8.60%,4.76%,Lab
UKPARL.2025.GAD,5,AVERAGE,9.96%,65.89%,4.23%,7.99%,0.00%,0.00%,9.06%,3.12%,TRUE
UKPARL.2025.GAP,1,YOUGOV MRPs (List),37.51%,33.62%,9.19%,5.34%,0.00%,0.00%,13.53%,0.81%,Lab
UKPARL.2025.GAP,2,Electoral Calculus MRP (List),37.00%,41.00%,4.00%,4.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.GAP,3,MIC MRP (List),41.77%,32.57%,10.79%,4.57%,0.00%,0.00%,9.37%,0.92%,Lab
UKPARL.2025.GAP,4,Survation MRP (List),29.50%,30.79%,6.06%,11.57%,NI,NI,21.09%,0.98%,Lab
UKPARL.2025.GAP,5,AVERAGE,36.45%,34.49%,7.51%,6.37%,0.00%,0.00%,14.25%,0.93%,TRUE
UKPARL.2025.GAR,1,YOUGOV MRPs (List),33.72%,42.93%,3.94%,4.65%,0.00%,0.00%,13.94%,0.82%,Lab
UKPARL.2025.GAR,2,Electoral Calculus MRP (List),31.00%,44.00%,4.00%,7.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.GAR,3,MIC MRP (List),39.48%,41.56%,5.95%,3.46%,0.00%,0.00%,8.24%,1.32%,Lab
UKPARL.2025.GAR,4,Survation MRP (List),28.61%,40.11%,2.92%,2.14%,NI,NI,24.59%,1.63%,Lab
UKPARL.2025.GAR,5,AVERAGE,33.20%,42.15%,4.20%,4.31%,0.00%,0.00%,15.44%,1.19%,TRUE
UKPARL.2025.GAS,1,YOUGOV MRPs (List),35.73%,14.15%,35.42%,3.89%,0.00%,0.00%,10.01%,0.81%,LD
UKPARL.2025.GAS,2,Electoral Calculus MRP (List),27.00%,11.00%,46.00%,7.00%,0.00%,0.00%,7.00%,2.00%,LD
UKPARL.2025.GAS,3,MIC MRP (List),38.83%,15.39%,35.89%,2.48%,0.00%,0.00%,7.12%,0.30%,LD
UKPARL.2025.GAS,4,Survation MRP (List),21.81%,14.87%,45.93%,4.15%,NI,NI,13.23%,NI,LD
UKPARL.2025.GAS,5,AVERAGE,30.84%,13.85%,40.81%,4.38%,0.00%,0.00%,9.34%,1.04%,TRUE
UKPARL.2025.GAW,1,YOUGOV MRPs (List),11.83%,62.95%,9.78%,9.96%,0.00%,0.00%,4.64%,0.83%,Lab
UKPARL.2025.GAW,2,Electoral Calculus MRP (List),9.00%,64.00%,6.00%,12.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.GAW,3,MIC MRP (List),18.35%,62.23%,7.78%,5.72%,0.00%,0.00%,4.27%,1.65%,Lab
UKPARL.2025.GAW,4,Survation MRP (List),16.08%,51.91%,11.41%,11.84%,NI,NI,5.20%,3.56%,Lab
UKPARL.2025.GAW,5,AVERAGE,13.82%,60.27%,8.74%,9.88%,0.00%,0.00%,5.53%,1.76%,TRUE
UKPARL.2025.GCW,1,YOUGOV MRPs (List),14.97%,49.89%,11.53%,8.62%,0.00%,0.00%,12.42%,2.57%,Lab
UKPARL.2025.GCW,2,Electoral Calculus MRP (List),15.00%,58.00%,6.00%,6.00%,0.00%,0.00%,15.00%,0.00%,Lab
UKPARL.2025.GCW,3,MIC MRP (List),20.96%,54.84%,10.68%,3.72%,0.00%,0.00%,9.15%,0.65%,Lab
UKPARL.2025.GCW,4,Survation MRP (List),16.95%,48.36%,9.27%,5.03%,NI,NI,17.73%,2.65%,Lab
UKPARL.2025.GCW,5,AVERAGE,16.97%,52.77%,9.37%,5.84%,0.00%,0.00%,13.57%,1.47%,TRUE
UKPARL.2025.GDB,1,YOUGOV MRPs (List),34.69%,18.47%,5.51%,4.35%,30.42%,0.00%,5.75%,0.82%,SNP
UKPARL.2025.GDB,2,Electoral Calculus MRP (List),23.00%,22.00%,11.00%,7.00%,28.00%,0.00%,0.00%,9.00%,SNP
UKPARL.2025.GDB,3,MIC MRP (List),26.97%,15.65%,22.01%,3.47%,25.14%,0.00%,4.66%,2.11%,SNP
UKPARL.2025.GDB,4,Survation MRP (List),30.68%,13.38%,8.96%,NI,39.07%,NI,7.92%,NI,SNP
UKPARL.2025.GDB,5,AVERAGE,28.83%,17.38%,11.87%,4.94%,30.66%,0.00%,4.58%,3.98%,TRUE
UKPARL.2025.GEA,1,YOUGOV MRPs (List),1.21%,40.24%,3.11%,9.90%,33.36%,0.00%,3.27%,8.91%,Lab
UKPARL.2025.GEA,2,Electoral Calculus MRP (List),2.00%,46.00%,4.00%,6.00%,35.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.GEA,3,MIC MRP (List),8.98%,40.98%,4.29%,2.14%,38.69%,0.00%,3.79%,1.14%,Lab
UKPARL.2025.GEA,4,Survation MRP (List),6.41%,37.84%,3.11%,5.08%,42.90%,NI,2.21%,2.45%,SNP
UKPARL.2025.GEA,5,AVERAGE,4.65%,41.27%,3.63%,5.78%,37.49%,0.00%,2.32%,4.62%,FALSE
UKPARL.2025.GED,1,YOUGOV MRPs (List),25.94%,52.81%,4.15%,5.43%,0.00%,0.00%,10.86%,0.81%,Lab
UKPARL.2025.GED,2,Electoral Calculus MRP (List),23.00%,57.00%,3.00%,5.00%,0.00%,0.00%,12.00%,0.00%,Lab
UKPARL.2025.GED,3,MIC MRP (List),28.77%,53.18%,3.97%,2.27%,0.00%,0.00%,10.62%,1.19%,Lab
UKPARL.2025.GED,4,Survation MRP (List),23.50%,45.05%,2.78%,7.85%,NI,NI,18.22%,2.59%,Lab
UKPARL.2025.GED,5,AVERAGE,25.30%,52.01%,3.48%,5.14%,0.00%,0.00%,12.92%,1.15%,TRUE
UKPARL.2025.GGC,1,YOUGOV MRPs (List),26.64%,43.81%,8.89%,4.63%,0.00%,0.00%,15.94%,0.08%,Lab
UKPARL.2025.GGC,2,Electoral Calculus MRP (List),26.00%,50.00%,4.00%,3.00%,0.00%,0.00%,17.00%,0.00%,Lab
UKPARL.2025.GGC,3,MIC MRP (List),34.76%,42.73%,7.05%,3.43%,0.00%,0.00%,11.33%,0.69%,Lab
UKPARL.2025.GGC,4,Survation MRP (List),29.32%,39.65%,4.22%,2.86%,NI,NI,22.65%,1.31%,Lab
UKPARL.2025.GGC,5,AVERAGE,29.18%,44.05%,6.04%,3.48%,0.00%,0.00%,16.73%,0.52%,TRUE
UKPARL.2025.GLO,1,YOUGOV MRPs (List),29.94%,46.35%,6.20%,5.61%,0.00%,0.00%,11.09%,0.81%,Lab
UKPARL.2025.GLO,2,Electoral Calculus MRP (List),28.00%,47.00%,7.00%,5.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.GLO,3,MIC MRP (List),33.91%,44.18%,9.51%,3.57%,0.00%,0.00%,8.29%,0.53%,Lab
UKPARL.2025.GLO,4,Survation MRP (List),29.16%,42.88%,6.19%,10.37%,NI,NI,9.51%,1.89%,Lab
UKPARL.2025.GLO,5,AVERAGE,30.25%,45.10%,7.23%,6.14%,0.00%,0.00%,10.22%,1.06%,TRUE
UKPARL.2025.GMF,1,YOUGOV MRPs (List),3.59%,37.04%,3.26%,8.15%,35.68%,0.00%,3.96%,8.32%,Lab
UKPARL.2025.GMF,2,Electoral Calculus MRP (List),4.00%,42.00%,6.00%,6.00%,36.00%,0.00%,0.00%,7.00%,Lab
UKPARL.2025.GMF,3,MIC MRP (List),11.17%,38.12%,5.69%,1.21%,38.13%,0.00%,4.67%,1.01%,SNP
UKPARL.2025.GMF,4,Survation MRP (List),10.35%,37.93%,4.35%,NI,42.64%,NI,4.73%,NI,SNP
UKPARL.2025.GMF,5,AVERAGE,7.28%,38.77%,4.82%,5.12%,38.11%,0.00%,3.34%,5.44%,FALSE
UKPARL.2025.GNB,1,YOUGOV MRPs (List),40.94%,32.89%,7.43%,3.69%,0.00%,0.00%,14.24%,0.80%,Lab
UKPARL.2025.GNB,2,Electoral Calculus MRP (List),36.00%,40.00%,5.00%,3.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.GNB,3,MIC MRP (List),38.72%,31.09%,13.23%,1.80%,0.00%,0.00%,14.25%,0.90%,Lab
UKPARL.2025.GNB,4,Survation MRP (List),30.31%,29.68%,8.92%,2.77%,NI,NI,27.04%,1.28%,Lab
UKPARL.2025.GNB,5,AVERAGE,36.49%,33.42%,8.64%,2.81%,0.00%,0.00%,17.38%,1.00%,TRUE
UKPARL.2025.GNE,1,YOUGOV MRPs (List),2.11%,35.62%,3.58%,11.12%,35.42%,0.00%,3.62%,8.52%,Lab
UKPARL.2025.GNE,2,Electoral Calculus MRP (List),1.00%,50.00%,4.00%,5.00%,34.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.GNE,3,MIC MRP (List),8.17%,43.71%,3.73%,1.43%,38.83%,0.00%,3.25%,0.88%,Lab
UKPARL.2025.GNE,4,Survation MRP (List),6.26%,39.16%,3.61%,0.37%,44.92%,NI,2.23%,3.45%,SNP
UKPARL.2025.GNE,5,AVERAGE,4.39%,42.12%,3.73%,4.48%,38.29%,0.00%,2.27%,4.71%,FALSE
UKPARL.2025.GNO,1,YOUGOV MRPs (List),5.40%,37.03%,3.40%,13.99%,33.19%,0.00%,3.20%,3.78%,Lab
UKPARL.2025.GNO,2,Electoral Calculus MRP (List),0.00%,46.00%,6.00%,8.00%,35.00%,0.00%,0.00%,5.00%,Lab
UKPARL.2025.GNO,3,MIC MRP (List),7.47%,40.59%,6.10%,3.56%,35.92%,0.00%,4.30%,2.07%,Lab
UKPARL.2025.GNO,4,Survation MRP (List),3.54%,37.33%,4.17%,4.56%,45.05%,NI,1.76%,3.59%,SNP
UKPARL.2025.GNO,5,AVERAGE,4.10%,40.24%,4.92%,7.53%,37.29%,0.00%,2.32%,3.61%,FALSE
UKPARL.2025.GOS,1,YOUGOV MRPs (List),37.65%,29.89%,13.32%,4.55%,0.00%,0.00%,13.78%,0.81%,Lab
UKPARL.2025.GOS,2,Electoral Calculus MRP (List),35.00%,39.00%,6.00%,6.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.GOS,3,MIC MRP (List),39.28%,30.85%,14.71%,3.76%,0.00%,0.00%,10.93%,0.48%,Lab
UKPARL.2025.GOS,4,Survation MRP (List),28.39%,34.91%,6.87%,4.16%,NI,NI,24.23%,1.44%,Lab
UKPARL.2025.GOS,5,AVERAGE,35.08%,33.66%,10.22%,4.62%,0.00%,0.00%,15.48%,0.93%,TRUE
UKPARL.2025.GRV,1,YOUGOV MRPs (List),33.60%,40.84%,5.21%,6.23%,0.00%,0.00%,13.31%,0.82%,Lab
UKPARL.2025.GRV,2,Electoral Calculus MRP (List),31.00%,44.00%,4.00%,7.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.GRV,3,MIC MRP (List),37.71%,44.60%,5.17%,3.05%,0.00%,0.00%,8.46%,1.01%,Lab
UKPARL.2025.GRV,4,Survation MRP (List),35.75%,39.22%,3.40%,4.79%,NI,NI,16.85%,NI,Lab
UKPARL.2025.GRV,5,AVERAGE,34.51%,42.16%,4.45%,5.27%,0.00%,0.00%,13.16%,0.94%,TRUE
UKPARL.2025.GSO,1,YOUGOV MRPs (List),5.40%,45.38%,3.00%,7.80%,33.09%,0.00%,3.05%,2.28%,Lab
UKPARL.2025.GSO,2,Electoral Calculus MRP (List),2.00%,43.00%,6.00%,8.00%,35.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.GSO,3,MIC MRP (List),9.52%,36.96%,6.02%,2.95%,38.25%,0.00%,4.45%,1.85%,SNP
UKPARL.2025.GSO,4,Survation MRP (List),6.36%,31.52%,4.20%,11.61%,39.33%,NI,2.26%,4.72%,SNP
UKPARL.2025.GSO,5,AVERAGE,5.82%,39.21%,4.81%,7.59%,36.42%,0.00%,2.44%,3.71%,FALSE
UKPARL.2025.GSW,1,YOUGOV MRPs (List),1.10%,40.85%,3.67%,8.95%,33.15%,0.00%,3.28%,9.00%,Lab
UKPARL.2025.GSW,2,Electoral Calculus MRP (List),2.00%,47.00%,5.00%,6.00%,35.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.GSW,3,MIC MRP (List),9.31%,41.67%,4.58%,1.66%,37.54%,0.00%,4.12%,1.11%,Lab
UKPARL.2025.GSW,4,Survation MRP (List),4.80%,34.15%,3.34%,8.49%,42.55%,NI,2.92%,3.74%,SNP
UKPARL.2025.GSW,5,AVERAGE,4.30%,40.92%,4.15%,6.28%,37.06%,0.00%,2.58%,4.96%,FALSE
UKPARL.2025.GUI,1,YOUGOV MRPs (List),25.01%,12.80%,50.16%,2.92%,0.00%,0.00%,6.89%,2.22%,LD
UKPARL.2025.GUI,2,Electoral Calculus MRP (List),24.00%,24.00%,39.00%,4.00%,0.00%,0.00%,9.00%,1.00%,LD
UKPARL.2025.GUI,3,MIC MRP (List),33.92%,21.66%,34.63%,2.12%,0.00%,0.00%,6.17%,1.50%,LD
UKPARL.2025.GUI,4,Survation MRP (List),28.22%,16.01%,39.99%,3.57%,NI,NI,11.05%,1.17%,LD
UKPARL.2025.GUI,5,AVERAGE,27.79%,18.62%,40.94%,3.15%,0.00%,0.00%,8.28%,1.47%,TRUE
UKPARL.2025.GWE,1,YOUGOV MRPs (List),2.54%,36.42%,3.83%,9.51%,35.61%,0.00%,2.75%,9.34%,Lab
UKPARL.2025.GWE,2,Electoral Calculus MRP (List),4.00%,41.00%,8.00%,6.00%,35.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.GWE,3,MIC MRP (List),10.78%,35.86%,7.16%,2.32%,37.67%,0.00%,4.19%,2.03%,SNP
UKPARL.2025.GWE,4,Survation MRP (List),7.82%,35.13%,4.30%,1.86%,44.79%,NI,3.40%,2.71%,SNP
UKPARL.2025.GWE,5,AVERAGE,6.28%,37.10%,5.82%,4.92%,38.27%,0.00%,2.58%,5.02%,FALSE
UKPARL.2025.GWR,1,YOUGOV MRPs (List),26.99%,43.78%,4.58%,4.15%,0.00%,10.53%,9.91%,0.06%,Lab
UKPARL.2025.GWR,2,Electoral Calculus MRP (List),29.00%,47.00%,2.00%,4.00%,0.00%,8.00%,9.00%,0.00%,Lab
UKPARL.2025.GWR,3,MIC MRP (List),27.34%,46.62%,6.38%,2.82%,0.00%,6.43%,7.98%,2.44%,Lab
UKPARL.2025.GWR,4,Survation MRP (List),22.88%,52.73%,2.65%,0.61%,NI,7.60%,12.07%,1.46%,Lab
UKPARL.2025.GWR,5,AVERAGE,26.55%,47.53%,3.90%,2.90%,0.00%,8.14%,9.74%,0.99%,TRUE
UKPARL.2025.GYM,1,YOUGOV MRPs (List),34.43%,37.41%,4.58%,4.27%,0.00%,0.00%,18.49%,0.82%,Lab
UKPARL.2025.GYM,2,Electoral Calculus MRP (List),34.00%,44.00%,2.00%,5.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.GYM,3,MIC MRP (List),42.26%,37.96%,5.67%,3.45%,0.00%,0.00%,9.39%,1.26%,Lab
UKPARL.2025.GYM,4,Survation MRP (List),25.41%,32.79%,2.78%,2.96%,NI,NI,33.78%,2.27%,Lab
UKPARL.2025.GYM,5,AVERAGE,34.03%,38.04%,3.76%,3.92%,0.00%,0.00%,18.92%,1.34%,TRUE
UKPARL.2025.HAB,1,YOUGOV MRPs (List),34.64%,17.05%,35.48%,4.04%,0.00%,0.00%,7.97%,0.82%,LD
UKPARL.2025.HAB,2,Electoral Calculus MRP (List),29.00%,25.00%,31.00%,3.00%,0.00%,0.00%,11.00%,1.00%,LD
UKPARL.2025.HAB,3,MIC MRP (List),37.38%,22.92%,28.64%,2.14%,0.00%,0.00%,7.42%,1.51%,LD
UKPARL.2025.HAB,4,Survation MRP (List),28.48%,28.07%,20.78%,6.05%,NI,NI,14.55%,2.06%,Lab
UKPARL.2025.HAB,5,AVERAGE,32.38%,23.26%,28.97%,3.81%,0.00%,0.00%,10.23%,1.35%,FALSE
UKPARL.2025.HAC,1,YOUGOV MRPs (List),17.20%,59.62%,8.52%,8.69%,0.00%,0.00%,5.16%,0.81%,Lab
UKPARL.2025.HAC,2,Electoral Calculus MRP (List),15.00%,59.00%,6.00%,11.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.HAC,3,MIC MRP (List),22.74%,59.38%,7.42%,4.29%,0.00%,0.00%,4.88%,1.29%,Lab
UKPARL.2025.HAC,4,Survation MRP (List),19.97%,48.01%,9.73%,5.02%,NI,NI,13.24%,4.02%,Lab
UKPARL.2025.HAC,5,AVERAGE,18.73%,56.50%,7.92%,7.25%,0.00%,0.00%,7.82%,1.78%,TRUE
UKPARL.2025.HAE,1,YOUGOV MRPs (List),38.86%,43.98%,4.75%,4.68%,0.00%,0.00%,6.92%,0.81%,Lab
UKPARL.2025.HAE,2,Electoral Calculus MRP (List),32.00%,47.00%,6.00%,5.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.HAE,3,MIC MRP (List),35.07%,48.52%,5.57%,2.29%,0.00%,0.00%,6.26%,2.29%,Lab
UKPARL.2025.HAE,4,Survation MRP (List),38.63%,41.41%,5.14%,2.18%,NI,NI,8.38%,4.26%,Lab
UKPARL.2025.HAE,5,AVERAGE,36.14%,45.23%,5.37%,3.54%,0.00%,0.00%,7.89%,2.09%,TRUE
UKPARL.2025.HAH,1,YOUGOV MRPs (List),12.87%,59.94%,13.79%,8.87%,0.00%,0.00%,3.71%,0.82%,Lab
UKPARL.2025.HAH,2,Electoral Calculus MRP (List),11.00%,49.00%,21.00%,12.00%,0.00%,0.00%,6.00%,1.00%,Lab
UKPARL.2025.HAH,3,MIC MRP (List),17.71%,51.41%,15.86%,9.52%,0.00%,0.00%,4.45%,1.06%,Lab
UKPARL.2025.HAH,4,Survation MRP (List),17.54%,44.82%,20.52%,6.51%,NI,NI,6.77%,3.85%,Lab
